instant,datetime,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,total_count,recency,frequency,monetary
214,2011-01-10,Spring,2011,Jan,4,0,Monday,1,Clear,0.1,0.1212,0.54,0.1343,1,2,3,721,3,3
215,2011-01-10,Spring,2011,Jan,5,0,Monday,1,Clear,0.1,0.1061,0.54,0.2537,0,3,3,721,3,3
216,2011-01-10,Spring,2011,Jan,6,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,0,31,31,721,31,31
217,2011-01-10,Spring,2011,Jan,7,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,2,75,77,721,77,77
218,2011-01-10,Spring,2011,Jan,8,0,Monday,1,Misty,0.12,0.1212,0.5,0.2836,4,184,188,721,188,188
219,2011-01-10,Spring,2011,Jan,9,0,Monday,1,Misty,0.14,0.1212,0.5,0.2537,2,92,94,721,94,94
220,2011-01-10,Spring,2011,Jan,10,0,Monday,1,Misty,0.14,0.1212,0.5,0.2985,0,31,31,721,31,31
221,2011-01-10,Spring,2011,Jan,11,0,Monday,1,Misty,0.16,0.1364,0.47,0.2836,2,28,30,721,30,30
222,2011-01-10,Spring,2011,Jan,12,0,Monday,1,Misty,0.2,0.1818,0.4,0.2836,5,47,52,721,52,52
223,2011-01-10,Spring,2011,Jan,13,0,Monday,1,Misty,0.2,0.1818,0.4,0.2836,4,50,54,721,54,54
224,2011-01-10,Spring,2011,Jan,14,0,Monday,1,Misty,0.2,0.197,0.4,0.2239,0,47,47,721,47,47
225,2011-01-10,Spring,2011,Jan,15,0,Monday,1,Misty,0.2,0.197,0.4,0.2239,2,43,45,721,45,45
226,2011-01-10,Spring,2011,Jan,16,0,Monday,1,Clear,0.2,0.2121,0.4,0.1343,4,70,74,721,74,74
227,2011-01-10,Spring,2011,Jan,17,0,Monday,1,Clear,0.2,0.2273,0.4,0.1045,4,174,178,721,178,178
228,2011-01-10,Spring,2011,Jan,18,0,Monday,1,Clear,0.2,0.197,0.4,0.2239,1,154,155,721,155,155
229,2011-01-10,Spring,2011,Jan,19,0,Monday,1,Clear,0.16,0.1667,0.47,0.1642,3,92,95,721,95,95
230,2011-01-10,Spring,2011,Jan,20,0,Monday,1,Clear,0.16,0.1667,0.5,0.1642,1,73,74,721,74,74
231,2011-01-10,Spring,2011,Jan,21,0,Monday,1,Clear,0.14,0.1364,0.59,0.194,1,37,38,721,38,38
232,2011-01-10,Spring,2011,Jan,22,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,2,22,24,721,24,24
233,2011-01-10,Spring,2011,Jan,23,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,0,18,18,721,18,18
234,2011-01-11,Spring,2011,Jan,0,0,Tuesday,1,Clear,0.14,0.1667,0.59,0.1045,2,10,12,720,12,12
235,2011-01-11,Spring,2011,Jan,1,0,Tuesday,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,720,3,3
236,2011-01-11,Spring,2011,Jan,2,0,Tuesday,1,Misty,0.16,0.1515,0.55,0.194,0,3,3,720,3,3
237,2011-01-11,Spring,2011,Jan,5,0,Tuesday,1,Misty,0.16,0.1818,0.55,0.1343,0,6,6,720,6,6
238,2011-01-11,Spring,2011,Jan,6,0,Tuesday,1,Misty,0.16,0.1818,0.55,0.1343,0,27,27,720,27,27
239,2011-01-11,Spring,2011,Jan,7,0,Tuesday,1,Misty,0.16,0.2273,0.55,0.0,2,97,99,720,99,99
240,2011-01-11,Spring,2011,Jan,8,0,Tuesday,1,Misty,0.18,0.2121,0.51,0.0896,3,214,217,720,217,217
241,2011-01-11,Spring,2011,Jan,9,0,Tuesday,1,Misty,0.18,0.197,0.51,0.1642,3,127,130,720,130,130
242,2011-01-11,Spring,2011,Jan,10,0,Tuesday,1,Misty,0.2,0.2121,0.51,0.1642,3,51,54,720,54,54
243,2011-01-11,Spring,2011,Jan,11,0,Tuesday,1,Misty,0.2,0.2121,0.47,0.1343,4,31,35,720,35,35
244,2011-01-11,Spring,2011,Jan,12,0,Tuesday,1,Misty,0.2,0.2273,0.51,0.1045,2,55,57,720,57,57
245,2011-01-11,Spring,2011,Jan,13,0,Tuesday,1,Misty,0.2,0.2273,0.59,0.0896,6,46,52,720,52,52
246,2011-01-11,Spring,2011,Jan,14,0,Tuesday,1,Misty,0.2,0.2273,0.59,0.0896,3,60,63,720,63,63
247,2011-01-11,Spring,2011,Jan,15,0,Tuesday,1,Misty,0.16,0.197,0.8,0.0896,2,45,47,720,47,47
248,2011-01-11,Spring,2011,Jan,16,0,Tuesday,1,Misty,0.16,0.1515,0.86,0.2239,4,72,76,720,76,76
249,2011-01-11,Spring,2011,Jan,17,0,Tuesday,1,Misty,0.16,0.1515,0.86,0.2239,6,130,136,720,136,136
250,2011-01-11,Spring,2011,Jan,18,0,Tuesday,1,Light_rainsnow,0.16,0.1818,0.93,0.1045,1,94,95,720,95,95
251,2011-01-11,Spring,2011,Jan,19,0,Tuesday,1,Light_rainsnow,0.16,0.2273,0.93,0.0,0,51,51,720,51,51
252,2011-01-11,Spring,2011,Jan,20,0,Tuesday,1,Light_rainsnow,0.16,0.1515,0.93,0.194,0,32,32,720,32,32
253,2011-01-11,Spring,2011,Jan,21,0,Tuesday,1,Light_rainsnow,0.16,0.197,0.86,0.0896,0,20,20,720,20,20
254,2011-01-11,Spring,2011,Jan,22,0,Tuesday,1,Light_rainsnow,0.16,0.1818,0.93,0.1045,1,28,29,720,29,29
255,2011-01-11,Spring,2011,Jan,23,0,Tuesday,1,Light_rainsnow,0.16,0.197,0.93,0.0896,1,18,19,720,19,19
256,2011-01-12,Spring,2011,Jan,0,0,Wednesday,1,Misty,0.16,0.197,0.86,0.0896,0,7,7,719,7,7
257,2011-01-12,Spring,2011,Jan,1,0,Wednesday,1,Misty,0.16,0.1818,0.86,0.1045,0,6,6,719,6,6
258,2011-01-12,Spring,2011,Jan,2,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,719,1,1
259,2011-01-12,Spring,2011,Jan,5,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,719,5,5
260,2011-01-12,Spring,2011,Jan,6,0,Wednesday,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,719,16,16
261,2011-01-12,Spring,2011,Jan,7,0,Wednesday,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,719,54,54
262,2011-01-12,Spring,2011,Jan,8,0,Wednesday,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,719,128,128
263,2011-01-12,Spring,2011,Jan,9,0,Wednesday,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,719,81,81
264,2011-01-12,Spring,2011,Jan,10,0,Wednesday,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,719,39,39
265,2011-01-12,Spring,2011,Jan,11,0,Wednesday,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,719,35,35
266,2011-01-12,Spring,2011,Jan,12,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,719,55,55
267,2011-01-12,Spring,2011,Jan,13,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,719,49,49
268,2011-01-12,Spring,2011,Jan,14,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,719,44,44
269,2011-01-12,Spring,2011,Jan,15,0,Wednesday,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,719,49,49
270,2011-01-12,Spring,2011,Jan,16,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,719,68,68
271,2011-01-12,Spring,2011,Jan,17,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,719,139,139
272,2011-01-12,Spring,2011,Jan,18,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,719,137,137
273,2011-01-12,Spring,2011,Jan,19,0,Wednesday,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,719,83,83
274,2011-01-12,Spring,2011,Jan,20,0,Wednesday,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,719,56,56
275,2011-01-12,Spring,2011,Jan,21,0,Wednesday,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,719,57,57
276,2011-01-12,Spring,2011,Jan,22,0,Wednesday,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,719,33,33
277,2011-01-12,Spring,2011,Jan,23,0,Wednesday,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,719,20,20
278,2011-01-13,Spring,2011,Jan,0,0,Thursday,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,718,7,7
279,2011-01-13,Spring,2011,Jan,1,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,718,2,2
280,2011-01-13,Spring,2011,Jan,2,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,718,2,2
281,2011-01-13,Spring,2011,Jan,3,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,718,3,3
282,2011-01-13,Spring,2011,Jan,4,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,718,4,4
283,2011-01-13,Spring,2011,Jan,5,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,718,3,3
284,2011-01-13,Spring,2011,Jan,6,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,718,28,28
285,2011-01-13,Spring,2011,Jan,7,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,718,72,72
286,2011-01-13,Spring,2011,Jan,8,0,Thursday,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,718,202,202
287,2011-01-13,Spring,2011,Jan,9,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,718,139,139
288,2011-01-13,Spring,2011,Jan,10,0,Thursday,1,Misty,0.16,0.1364,0.5,0.3582,2,36,38,718,38,38
289,2011-01-13,Spring,2011,Jan,11,0,Thursday,1,Misty,0.2,0.1667,0.44,0.4478,4,33,37,718,37,37
290,2011-01-13,Spring,2011,Jan,12,0,Thursday,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,718,52,52
291,2011-01-13,Spring,2011,Jan,13,0,Thursday,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,718,83,83
292,2011-01-13,Spring,2011,Jan,14,0,Thursday,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,718,42,42
293,2011-01-13,Spring,2011,Jan,15,0,Thursday,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,718,60,60
294,2011-01-13,Spring,2011,Jan,16,0,Thursday,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,718,78,78
295,2011-01-13,Spring,2011,Jan,17,0,Thursday,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,718,162,162
296,2011-01-13,Spring,2011,Jan,18,0,Thursday,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,718,144,144
297,2011-01-13,Spring,2011,Jan,19,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,718,99,99
298,2011-01-13,Spring,2011,Jan,20,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,718,64,64
299,2011-01-13,Spring,2011,Jan,21,0,Thursday,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,718,40,40
300,2011-01-13,Spring,2011,Jan,22,0,Thursday,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,718,30,30
301,2011-01-13,Spring,2011,Jan,23,0,Thursday,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,718,15,15
302,2011-01-14,Spring,2011,Jan,0,0,Friday,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,717,14,14
303,2011-01-14,Spring,2011,Jan,1,0,Friday,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,717,5,5
304,2011-01-14,Spring,2011,Jan,2,0,Friday,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,717,1,1
305,2011-01-14,Spring,2011,Jan,3,0,Friday,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,717,1,1
306,2011-01-14,Spring,2011,Jan,5,0,Friday,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,717,8,8
307,2011-01-14,Spring,2011,Jan,6,0,Friday,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,717,17,17
308,2011-01-14,Spring,2011,Jan,7,0,Friday,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,717,70,70
309,2011-01-14,Spring,2011,Jan,8,0,Friday,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,717,158,158
310,2011-01-14,Spring,2011,Jan,9,0,Friday,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,717,117,117
311,2011-01-14,Spring,2011,Jan,10,0,Friday,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,717,44,44
312,2011-01-14,Spring,2011,Jan,11,0,Friday,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,717,53,53
313,2011-01-14,Spring,2011,Jan,12,0,Friday,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,717,61,61
314,2011-01-14,Spring,2011,Jan,13,0,Friday,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,717,77,77
315,2011-01-14,Spring,2011,Jan,14,0,Friday,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,717,64,64
316,2011-01-14,Spring,2011,Jan,15,0,Friday,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,717,68,68
317,2011-01-14,Spring,2011,Jan,16,0,Friday,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,717,90,90
318,2011-01-14,Spring,2011,Jan,17,0,Friday,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,717,159,159
319,2011-01-14,Spring,2011,Jan,18,0,Friday,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,717,139,139
320,2011-01-14,Spring,2011,Jan,19,0,Friday,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,717,92,92
321,2011-01-14,Spring,2011,Jan,20,0,Friday,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,717,68,68
322,2011-01-14,Spring,2011,Jan,21,0,Friday,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,717,52,52
323,2011-01-14,Spring,2011,Jan,22,0,Friday,1,Misty,0.16,0.2273,0.69,0.0,2,34,36,717,36,36
324,2011-01-14,Spring,2011,Jan,23,0,Friday,1,Misty,0.18,0.2424,0.55,0.0,1,26,27,717,27,27
325,2011-01-15,Spring,2011,Jan,0,0,Saturday,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,716,28,28
326,2011-01-15,Spring,2011,Jan,1,0,Saturday,0,Misty,0.16,0.197,0.59,0.0896,2,18,20,716,20,20
327,2011-01-15,Spring,2011,Jan,2,0,Saturday,0,Misty,0.16,0.197,0.59,0.0896,0,12,12,716,12,12
328,2011-01-15,Spring,2011,Jan,3,0,Saturday,0,Misty,0.16,0.2273,0.59,0.0,1,7,8,716,8,8
329,2011-01-15,Spring,2011,Jan,4,0,Saturday,0,Misty,0.16,0.2273,0.59,0.0,0,5,5,716,5,5
330,2011-01-15,Spring,2011,Jan,5,0,Saturday,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,716,1,1
331,2011-01-15,Spring,2011,Jan,6,0,Saturday,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,716,3,3
332,2011-01-15,Spring,2011,Jan,7,0,Saturday,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,716,10,10
333,2011-01-15,Spring,2011,Jan,8,0,Saturday,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,716,23,23
334,2011-01-15,Spring,2011,Jan,9,0,Saturday,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,716,33,33
335,2011-01-15,Spring,2011,Jan,10,0,Saturday,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,716,59,59
336,2011-01-15,Spring,2011,Jan,11,0,Saturday,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,716,72,72
337,2011-01-15,Spring,2011,Jan,12,0,Saturday,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,716,89,89
338,2011-01-15,Spring,2011,Jan,13,0,Saturday,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,716,101,101
339,2011-01-15,Spring,2011,Jan,14,0,Saturday,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,716,118,118
340,2011-01-15,Spring,2011,Jan,15,0,Saturday,0,Misty,0.32,0.3182,0.36,0.194,21,108,129,716,129,129
341,2011-01-15,Spring,2011,Jan,16,0,Saturday,0,Misty,0.34,0.3333,0.34,0.194,33,95,128,716,128,128
342,2011-01-15,Spring,2011,Jan,17,0,Saturday,0,Misty,0.32,0.303,0.36,0.2836,29,54,83,716,83,83
343,2011-01-15,Spring,2011,Jan,18,0,Saturday,0,Misty,0.3,0.2879,0.45,0.2537,15,69,84,716,84,84
344,2011-01-15,Spring,2011,Jan,19,0,Saturday,0,Misty,0.32,0.303,0.39,0.2537,14,60,74,716,74,74
345,2011-01-15,Spring,2011,Jan,20,0,Saturday,0,Misty,0.32,0.303,0.39,0.2537,6,35,41,716,41,41
346,2011-01-15,Spring,2011,Jan,21,0,Saturday,0,Misty,0.32,0.303,0.39,0.2239,6,51,57,716,57,57
347,2011-01-15,Spring,2011,Jan,22,0,Saturday,0,Misty,0.3,0.3182,0.42,0.1045,0,26,26,716,26,26
348,2011-01-15,Spring,2011,Jan,23,0,Saturday,0,Clear,0.3,0.2879,0.45,0.2836,5,39,44,716,44,44
349,2011-01-16,Spring,2011,Jan,0,0,Sunday,0,Clear,0.26,0.303,0.56,0.0,6,33,39,715,39,39
350,2011-01-16,Spring,2011,Jan,1,0,Sunday,0,Clear,0.26,0.2727,0.56,0.1343,4,19,23,715,23,23
351,2011-01-16,Spring,2011,Jan,2,0,Sunday,0,Clear,0.26,0.2879,0.56,0.0896,3,13,16,715,16,16
352,2011-01-16,Spring,2011,Jan,3,0,Sunday,0,Clear,0.22,0.2727,0.69,0.0,9,6,15,715,15,15
353,2011-01-16,Spring,2011,Jan,4,0,Sunday,0,Clear,0.26,0.2576,0.56,0.1642,0,1,1,715,1,1
354,2011-01-16,Spring,2011,Jan,5,0,Sunday,0,Misty,0.26,0.2576,0.56,0.1642,1,1,2,715,2,2
355,2011-01-16,Spring,2011,Jan,6,0,Sunday,0,Misty,0.26,0.2576,0.56,0.1642,0,1,1,715,1,1
356,2011-01-16,Spring,2011,Jan,7,0,Sunday,0,Misty,0.24,0.2121,0.56,0.2985,0,3,3,715,3,3
357,2011-01-16,Spring,2011,Jan,8,0,Sunday,0,Clear,0.22,0.2121,0.55,0.2836,0,18,18,715,18,18
358,2011-01-16,Spring,2011,Jan,9,0,Sunday,0,Clear,0.22,0.2121,0.51,0.2537,3,29,32,715,32,32
359,2011-01-16,Spring,2011,Jan,10,0,Sunday,0,Clear,0.22,0.2121,0.51,0.2836,8,71,79,715,79,79
360,2011-01-16,Spring,2011,Jan,11,0,Sunday,0,Clear,0.24,0.2273,0.44,0.2537,23,70,93,715,93,93
361,2011-01-16,Spring,2011,Jan,12,0,Sunday,0,Clear,0.24,0.2121,0.41,0.2836,29,75,104,715,104,104
362,2011-01-16,Spring,2011,Jan,13,0,Sunday,0,Clear,0.26,0.2273,0.35,0.2985,23,95,118,715,118,118
363,2011-01-16,Spring,2011,Jan,14,0,Sunday,0,Clear,0.28,0.2727,0.36,0.2537,22,69,91,715,91,91
364,2011-01-16,Spring,2011,Jan,15,0,Sunday,0,Clear,0.26,0.2424,0.38,0.2537,35,78,113,715,113,113
365,2011-01-16,Spring,2011,Jan,16,0,Sunday,0,Clear,0.24,0.2273,0.38,0.2239,22,77,99,715,99,99
366,2011-01-16,Spring,2011,Jan,17,0,Sunday,0,Clear,0.22,0.2121,0.37,0.2537,23,82,105,715,105,105
367,2011-01-16,Spring,2011,Jan,18,0,Sunday,0,Clear,0.2,0.2121,0.4,0.1642,11,56,67,715,67,67
368,2011-01-16,Spring,2011,Jan,19,0,Sunday,0,Clear,0.18,0.197,0.47,0.1343,14,47,61,715,61,61
369,2011-01-16,Spring,2011,Jan,20,0,Sunday,0,Clear,0.18,0.197,0.47,0.1642,7,50,57,715,57,57
370,2011-01-16,Spring,2011,Jan,21,0,Sunday,0,Clear,0.18,0.197,0.51,0.1642,6,22,28,715,28,28
371,2011-01-16,Spring,2011,Jan,22,0,Sunday,0,Misty,0.2,0.2121,0.49,0.1343,2,19,21,715,21,21
372,2011-01-16,Spring,2011,Jan,23,0,Sunday,0,Misty,0.2,0.2273,0.4,0.1045,0,18,18,715,18,18
373,2011-01-17,Spring,2011,Jan,0,1,Monday,0,Misty,0.2,0.197,0.47,0.2239,1,16,17,714,17,17
374,2011-01-17,Spring,2011,Jan,1,1,Monday,0,Misty,0.2,0.197,0.44,0.194,1,15,16,714,16,16
375,2011-01-17,Spring,2011,Jan,2,1,Monday,0,Misty,0.18,0.1667,0.43,0.2537,0,8,8,714,8,8
376,2011-01-17,Spring,2011,Jan,3,1,Monday,0,Misty,0.18,0.1818,0.43,0.194,0,2,2,714,2,2
377,2011-01-17,Spring,2011,Jan,4,1,Monday,0,Misty,0.18,0.197,0.43,0.1343,1,2,3,714,3,3
378,2011-01-17,Spring,2011,Jan,5,1,Monday,0,Misty,0.18,0.197,0.43,0.1642,0,1,1,714,1,1
379,2011-01-17,Spring,2011,Jan,6,1,Monday,0,Misty,0.18,0.1818,0.43,0.194,0,5,5,714,5,5
380,2011-01-17,Spring,2011,Jan,7,1,Monday,0,Misty,0.16,0.1818,0.5,0.1343,4,9,13,714,13,13
381,2011-01-17,Spring,2011,Jan,8,1,Monday,0,Misty,0.16,0.1515,0.47,0.2239,3,30,33,714,33,33
382,2011-01-17,Spring,2011,Jan,9,1,Monday,0,Misty,0.16,0.1515,0.47,0.2239,8,39,47,714,47,47
383,2011-01-17,Spring,2011,Jan,10,1,Monday,0,Misty,0.16,0.1515,0.5,0.2537,7,50,57,714,57,57
384,2011-01-17,Spring,2011,Jan,11,1,Monday,0,Misty,0.16,0.1515,0.55,0.194,9,55,64,714,64,64
385,2011-01-17,Spring,2011,Jan,12,1,Monday,0,Misty,0.18,0.197,0.47,0.1343,10,70,80,714,80,80
386,2011-01-17,Spring,2011,Jan,13,1,Monday,0,Misty,0.18,0.197,0.47,0.1343,13,80,93,714,93,93
387,2011-01-17,Spring,2011,Jan,14,1,Monday,0,Misty,0.18,0.2121,0.43,0.1045,12,74,86,714,86,86
388,2011-01-17,Spring,2011,Jan,15,1,Monday,0,Misty,0.2,0.2121,0.47,0.1642,21,72,93,714,93,93
389,2011-01-17,Spring,2011,Jan,16,1,Monday,0,Misty,0.2,0.2121,0.47,0.1642,6,76,82,714,82,82
390,2011-01-17,Spring,2011,Jan,17,1,Monday,0,Clear,0.2,0.197,0.51,0.194,4,67,71,714,71,71
391,2011-01-17,Spring,2011,Jan,18,1,Monday,0,Misty,0.18,0.1667,0.55,0.2537,7,85,92,714,92,92
392,2011-01-17,Spring,2011,Jan,19,1,Monday,0,Light_rainsnow,0.18,0.1818,0.59,0.194,2,58,60,714,60,60
393,2011-01-17,Spring,2011,Jan,20,1,Monday,0,Light_rainsnow,0.16,0.1515,0.8,0.194,4,29,33,714,33,33
394,2011-01-17,Spring,2011,Jan,21,1,Monday,0,Light_rainsnow,0.16,0.1515,0.8,0.194,3,24,27,714,27,27
395,2011-01-17,Spring,2011,Jan,22,1,Monday,0,Light_rainsnow,0.14,0.1212,0.93,0.2537,0,13,13,714,13,13
396,2011-01-17,Spring,2011,Jan,23,1,Monday,0,Light_rainsnow,0.16,0.1364,0.86,0.2836,1,3,4,714,4,4
397,2011-01-18,Spring,2011,Jan,12,0,Tuesday,1,Misty,0.2,0.1818,0.86,0.3284,0,3,3,713,3,3
398,2011-01-18,Spring,2011,Jan,13,0,Tuesday,1,Misty,0.2,0.197,0.86,0.2239,0,22,22,713,22,22
399,2011-01-18,Spring,2011,Jan,14,0,Tuesday,1,Misty,0.22,0.2273,0.8,0.1642,2,26,28,713,28,28
400,2011-01-18,Spring,2011,Jan,15,0,Tuesday,1,Misty,0.22,0.2273,0.87,0.1642,3,32,35,713,35,35
401,2011-01-18,Spring,2011,Jan,16,0,Tuesday,1,Misty,0.22,0.2273,0.87,0.194,0,61,61,713,61,61
402,2011-01-18,Spring,2011,Jan,17,0,Tuesday,1,Misty,0.22,0.2273,0.82,0.194,1,124,125,713,125,125
403,2011-01-18,Spring,2011,Jan,18,0,Tuesday,1,Misty,0.22,0.2273,0.8,0.1642,1,132,133,713,133,133
404,2011-01-18,Spring,2011,Jan,19,0,Tuesday,1,Misty,0.22,0.2273,0.8,0.1343,1,98,99,713,99,99
405,2011-01-18,Spring,2011,Jan,20,0,Tuesday,1,Misty,0.22,0.2727,0.87,0.0,0,83,83,713,83,83
406,2011-01-18,Spring,2011,Jan,21,0,Tuesday,1,Misty,0.22,0.2424,0.93,0.1045,0,41,41,713,41,41
407,2011-01-18,Spring,2011,Jan,22,0,Tuesday,1,Misty,0.22,0.2576,0.93,0.0896,0,33,33,713,33,33
408,2011-01-18,Spring,2011,Jan,23,0,Tuesday,1,Misty,0.22,0.2727,0.93,0.0,1,19,20,713,20,20
409,2011-01-19,Spring,2011,Jan,0,0,Wednesday,1,Misty,0.22,0.2727,0.93,0.0,0,3,3,712,3,3
410,2011-01-19,Spring,2011,Jan,1,0,Wednesday,1,Light_rainsnow,0.22,0.2273,0.93,0.1343,1,6,7,712,7,7
411,2011-01-19,Spring,2011,Jan,2,0,Wednesday,1,Light_rainsnow,0.22,0.2273,0.93,0.1343,0,3,3,712,3,3
412,2011-01-19,Spring,2011,Jan,4,0,Wednesday,1,Light_rainsnow,0.22,0.2273,0.93,0.1343,1,1,2,712,2,2
413,2011-01-19,Spring,2011,Jan,5,0,Wednesday,1,Misty,0.22,0.2576,0.93,0.0896,0,7,7,712,7,7
414,2011-01-19,Spring,2011,Jan,6,0,Wednesday,1,Misty,0.22,0.2576,0.93,0.0896,0,32,32,712,32,32
415,2011-01-19,Spring,2011,Jan,7,0,Wednesday,1,Misty,0.24,0.2576,0.92,0.1045,1,89,90,712,90,90
416,2011-01-19,Spring,2011,Jan,8,0,Wednesday,1,Misty,0.24,0.2576,0.93,0.1045,1,196,197,712,197,197
417,2011-01-19,Spring,2011,Jan,9,0,Wednesday,1,Misty,0.24,0.2576,0.93,0.1045,2,107,109,712,109,109
418,2011-01-19,Spring,2011,Jan,10,0,Wednesday,1,Misty,0.26,0.2727,0.93,0.1343,1,46,47,712,47,47
419,2011-01-19,Spring,2011,Jan,11,0,Wednesday,1,Misty,0.28,0.303,0.87,0.0896,5,47,52,712,52,52
420,2011-01-19,Spring,2011,Jan,12,0,Wednesday,1,Misty,0.3,0.3182,0.81,0.0896,5,65,70,712,70,70
421,2011-01-19,Spring,2011,Jan,13,0,Wednesday,1,Clear,0.4,0.4091,0.62,0.2836,11,67,78,712,78,78
422,2011-01-19,Spring,2011,Jan,14,0,Wednesday,1,Clear,0.4,0.4091,0.58,0.2537,7,68,75,712,75,75
423,2011-01-19,Spring,2011,Jan,15,0,Wednesday,1,Clear,0.4,0.4091,0.54,0.2836,4,78,82,712,82,82
424,2011-01-19,Spring,2011,Jan,16,0,Wednesday,1,Clear,0.38,0.3939,0.58,0.3881,10,94,104,712,104,104
425,2011-01-19,Spring,2011,Jan,17,0,Wednesday,1,Clear,0.36,0.3333,0.57,0.3284,7,190,197,712,197,197
426,2011-01-19,Spring,2011,Jan,18,0,Wednesday,1,Clear,0.34,0.3182,0.61,0.2836,5,156,161,712,161,161
427,2011-01-19,Spring,2011,Jan,19,0,Wednesday,1,Clear,0.32,0.2879,0.57,0.4179,4,108,112,712,112,112
